drug_name,CanonicalSMILES,DepMap_ID,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,predicted ln(IC50),Top10 genes,Top10 pathways
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000001,OVCAR-3,905933,OV,urogenital_system,ovary,,-4.6149607,"AVPR1B, NPR1, COL9A1, FGF18, CD47, NLGN4X, CLDN16, AKT2, TACR1, GADD45A",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000002,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,,-5.0063586,"ABI2, PLCG1, CTNNA1, PIAS3, NUMB, PPP2CA, DVL2, CSNK1G3, SKP1, CRK",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000006,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,,-5.8931603,"FLT3, PRL, IFNA5, CCL25, CX3CL1, PLA2G2C, HRC, CXCL14, EGFR, DDB1",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000007,LS-513,907795,COREAD,digestive_system,large_intestine,,-4.702531,"CCL24, FASLG, AQP7, IL34, VHL, FABP1, PIK3R1, FABP5, ACVR2A, CCL15",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000008,A101D,910921,SKCM,skin,melanoma,,-5.7930226,"IL37, PLA1A, DCT, MPZ, NGFR, FREM1, FLT1, CADM3, KDR, IL24",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000009,C2BBe1,910700,COREAD,digestive_system,large_intestine,,-3.4704237,"WEE2, APOA2, LRP2, NOS2, PLA2G12B, VTN, FLNC, SIAH1, FLT4, UBE2G1",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000012,HCC-827,1240146,LUAD,lung,lung_NSCLC_adenocarcinoma,,-4.3995013,"TBK1, CDK4, ELOC, PHKG1, IKBKB, PLCZ1, EDN2, PGK1, BTC, IFNA13",hsa04151
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000015,NCI-H1581,908471,UNCLASSIFIED,lung,lung_NSCLC_large_cell,,-5.2102,"LILRB3, IL13, ERN1, FAS, LTA, MOS, EFNA2, TFF1, CDKN2A, MYLK4",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000019,MCF7,905946,BRCA,breast,breast,,-4.6640844,"HTR1E, RPS6KB1, DRD1, TAF1L, ADCY5, NPY1R, TRIM37, RAD51C, PRLR, BRIP1",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000020,MHH-CALL-2,908132,UNCLASSIFIED,blood,B_cell_leukemia,,-4.670913,"FGF16, DNTT, CD1C, CD72, TCL1A, FLT3, CD19, STIM2, CCL25, P2RX1",hsa04810
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000021,NCI-H1693,687802,LUAD,lung,lung_NSCLC_adenocarcinoma,,-4.0413127,"PFN4, RAD51C, GTF2H5, ERCC8, SMC1B, GTF2H2, TAF9, HHAT, CRKL, CTNNA3",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000023,PA-TU-8988T,1240201,PAAD,pancreas,pancreas,,-4.9783864,"FGFR4, CPT2, CXCR4, FZD5, WIF1, KRT19, RAF1, PDGFB, PKN2, F2R",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000024,OPM-2,909249,MM,blood,myeloma,,-5.628305,"UBB, UBC, UBA52, RPS27A, UBA1, SAE1, UBA2, UBA3, UBA7, UBA6",hsa04151
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000030,PC-14,753608,LUAD,lung,lung_NSCLC_adenocarcinoma,,-4.9331613,"KRT13, PLA2G10, WNT9A, PLA2G2C, SHC3, HKDC1, CUL3, CLDN9, IFNA13, CTF1",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000035,NCI-H1650,687800,LUAD,lung,lung_NSCLC_adenocarcinoma,,-3.4587133,"PAK2, GRIN3B, FGF20, EFNA4, SLC27A6, PLIN4, IFNL1, CCR3, BMP5, IL20RB",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000040,U-118-MG,687588,GBM,nervous_system,glioma,,-4.7675576,"ADCY8, GRIN2A, MYLK2, GDF6, PDGFB, LAMTOR2, SELPLG, IRAK4, VEGFD, OCLN",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000042,PANC-02-03,1298475,PAAD,pancreas,pancreas,,-3.9002454,"RASA1, CACNG6, CSF2, NR1H3, ANPEP, CHAD, IFNE, PDHB, EREG, GRK3",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000045,MV-4-11,908156,UNCLASSIFIED,blood,leukemia,,-6.0413623,"FCGR1A, BAD, CCL23, CCR2, FLT3, LILRA1, HK3, PLA2G2C, IL3RA, HRH2",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000046,ACHN,905950,KIRC,kidney,kidney,,-4.5101147,"CLDN16, GFAP, STAT4, EDN2, FXYD2, SCIN, GRIN2B, WNT2B, NTF3, STAT1",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000048,TOV-112D,1299070,OV,urogenital_system,ovary,,-4.9682784,"GCG, IGF1R, PRL, WNT16, STEAP3, FGF22, FZD3, NBL1, IL17A, KRT12",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000050,NCI-H929,724825,MM,blood,myeloma,,-5.044843,"RRAS2, CASP7, BMP8B, CHD8, IGF1R, RHOA, STEAP3, WNT16, FRAT1, KRT12",hsa04151
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000052,A673,684052,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,,-6.3558345,"PPP3R2, DVL1, ERN1, CACNG3, ACSBG2, BMP15, ADRB3, CAMK1G, ADRA1A, CER1",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000053,KARPAS-299,907273,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,,-4.6533484,"IL22, ICAM1, WNT9B, CLDN24, GRM1, IL26, PLA2G2D, GZMB, RHOA, IL18RAP",hsa04630
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000054,HT-1080,907064,UNCLASSIFIED,soft_tissue,fibrosarcoma,,-5.33488,"TUBA3E, HHIP, TUBA3C, PGF, COL6A3, EDA2R, CXCR6, HTR1D, ANPEP, ITGA10",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000055,D-283MED,906834,MB,nervous_system,medulloblastoma,,-6.2709417,"GRM1, RHOA, CNGB3, RSPO1, CACNG5, CACNA1F, GIP, UBA2, HRC, GNB3",hsa04020
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000056,DOHH-2,906842,DLBC,blood,B_cell_lymphoma,,-6.55351,"CXCR5, LILRB1, MS4A1, NCF1, CD19, TNFRSF13C, CSF2RB, CD22, HLA-DOB, CYBB",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000059,SUP-B15,1247871,ALL,blood,lymphoblastic_leukemia,,-5.019917,"FGF6, NFKBIA, ATP6V1C2, GP9, CASP12, ARPC5, GNB4, DNTT, IFNA14, CD34",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000060,PANC-10-05,925348,PAAD,pancreas,pancreas,,-3.8847148,"SPOP, RASA1, GRPR, MAP2K1, LTB, CRLF2, TICAM1, PHKG2, CHAD, TAF10",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000061,HH,907056,UNCLASSIFIED,blood,T_cell_leukemia,,-3.6360786,"IL21, CASP8, RASGRP2, CTSV, IFNGR1, EPHA2, TIGIT, CD2, CCR4, MMP7",hsa04810
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000065,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,,-4.6979413,"CCL23, CR1, CXCR2, HLA-DOA, IL18RAP, FCGR1A, FCER2, HLA-DRB5, HK3, LPAR4",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000070,697,906800,UNCLASSIFIED,blood,lymphoblastic_leukemia,,-5.9478583,"PRKACG, CREBBP, EGF, CCND1, RCHY1, CUL5, FZD9, CCL26, CDC42, ATP6V1A",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000072,MEG-01,908126,LCML,blood,chronic_myeloid_leukaemia,,-5.958077,"UBE2C, SPTAN1, UBE2D1, PPP3CB, VDAC2, EGLN1, PLD2, GNB5, CAMK2D, MAP3K6",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000074,KU812,907311,LCML,blood,chronic_myeloid_leukaemia,,-6.10932,"CNTNAP2, FGF8, GDF2, GYPA, ACSBG1, WNT10B, GH2, NFATC2, TLE3, PDGFD",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000075,U-87-MG,687590,GBM,nervous_system,glioma,,-3.5556993,"IL36B, CNGA3, ADCY8, ATP1A2, CSF3, CTSK, MYLK2, PDGFB, IRAK4, SELPLG",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000081,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,,-4.642093,"MPL, STAT1, WNT8A, HTR1F, CD34, RASGRP4, CX3CR1, MYLK, BMPR1A, FGF1",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000087,SK-ES-1,684072,UNCLASSIFIED,bone,ewings_sarcoma,,-6.157233,"LDHAL6A, ASIP, CAMK1G, PTPN5, PTGER3, ADRA1A, GDF6, ATP2B3, CACNA1G, GNA14",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000090,PC-3,905934,PRAD,urogenital_system,prostate,,-4.453899,"FZD8, CXCL6, GRPR, PTPN5, CUL2, TNFRSF18, CLDN14, DVL1, INHBB, WNT7A",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000091,OV-56,1480362,OV,urogenital_system,ovary,,-4.1410866,"TLR2, CLDN16, ADRA1B, PTTG2, FXYD2, PPP3CC, WNT2B, ITGA10, GREM1, PDGFRB",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000092,NCI-H2452,908462,MESO,lung,mesothelioma,,-5.0404477,"TNXB, BDKRB1, GDF5, CUL2, STAM, NGF, MYLK2, PIK3CD, THBS2, HSPA1L",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000094,HPAF-II,724869,PAAD,pancreas,pancreas,,-3.1696904,"PLA2G10, GRPR, EDAR, IL37, AQP7, CNGA1, PRKCG, NTSR1, CD55, IFNE",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000098,GAMG,906868,LGG,nervous_system,glioma,,-5.2311,"STAT6, RASA4, PCK2, CTSZ, ADCY7, PTPN6, ICAM3, LPAR2, ATF4, THBS3",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000100,RH-41,1240210,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,,-5.4220414,"TACR3, CASQ2, FGF8, GHR, CDH15, CD40, GDF2, CCL13, PIAS1, NOS1",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000101,KE-37,907277,ALL,blood,lymphoblastic_leukemia,,-5.432687,"RBPJL, CD2, CD1E, WDR24, CCR9, CD8A, CD1B, UCP1, CD58, CD6",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000102,GMS-10,906873,GBM,nervous_system,glioma,,-4.698426,"CXCL10, CXCL11, FGF1, CRLF2, DDX58, AOX1, LPAR4, APAF1, PTPN11, ITGA11",hsa04151
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000103,Caov-4,949090,OV,urogenital_system,ovary,,-5.0121036,"FGF18, ATP6V1B1, SST, NPR1, NLGN4X, GP6, NECTIN2, FLT4, SIAH1, FLNC",hsa04310
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000104,LOUCY,907789,ALL,blood,lymphoblastic_T_cell_leukaemia,,-4.946456,"NKD1, CCL27, ACSL1, HSPB1, ATF4, GP5, ITGAD, EPHA2, SOS1, IL18RAP",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000105,ALL-SIL,1295740,ALL,blood,T_cell_leukemia,,-5.0733685,"ICOS, CD1A, CD1E, AKT3, CASP9, AREG, ACOX2, IL3RA, PPM1A, CCL3L3",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000107,CAPAN-2,910915,PAAD,pancreas,pancreas,,-2.623758,"CXCR6, FGF19, FGF3, LDHAL6B, PLA2G10, TLR3, LTB, IL23A, CNGA1, ITGB6",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000108,KP-3,1298219,UNCLASSIFIED,pancreas,pancreas,,-3.175382,"CNGA1, IL20RB, ITGA10, SGK2, CSF2RA, GRIN3B, HKDC1, ELOB, NTSR1, CLDN16",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000109,H3255,1247873,LUAD,lung,lung_NSCLC_adenocarcinoma,,-3.6733236,"CXCL17, PHKG1, PTGS2, CHAD, GRAP2, SCUBE2, CLDN9, EDNRA, HLA-DQB1, BUB1B-PAK6",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000111,HCC1187,749711,BRCA,breast,breast,,-4.0025187,"CCL19, MAP3K7, RSPO1, CYP7A1, CCL21, PGR, TLR7, ACSBG1, LBP, GLP1R",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000113,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,,-5.4731107,"HK3, TLR8, CCR5, FCGR1A, CCR2, RNF43, MYLK4, DFFB, BAD, CXCR2",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000114,SU8686,1240218,PAAD,pancreas,pancreas,,-3.6722877,"SELP, TNFSF11, KCNJ5, GADD45A, IFNL2, CYP8B1, ZNRF3, ITPKC, UCP1, ADCY4",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000115,VCaP,1299075,PRAD,urogenital_system,prostate,,-4.0807886,"WNT2, CYP7A1, CXCR6, AVPR1B, NPY, MYL9, PPP2R2A, PLA1A, TUBA3D, SDC4",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000116,OAW-28,946360,OV,urogenital_system,ovary,,-3.8554277,"CYP8B1, DKK2, P2RX2, ADCY2, NLGN4X, YWHAE, CLDN6, VTCN1, UCP1, RPS6KA3",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000117,EFM-192A,1290798,BRCA,breast,breast,,-2.7955554,"P2RX2, CHRM1, UBE2Z, ERBB2, TGFB3, PLA2G10, VTCN1, CARD14, CREB3L4, CALML5",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000118,HuP-T3,907285,PAAD,pancreas,pancreas,,-4.082244,"ZNRF3, CRKL, FGF5, CNGA1, GDF7, CSH2, CXCL5, CSF2, HCAR1, CDC37",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000120,CHP-212,906820,NB,nervous_system,neuroblastoma,,-5.3351035,"CCKAR, COL6A6, CRH, GREM2, GDF6, COMP, ITGA8, TNFSF18, CD36, HGF",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000121,NCI-H2405,687821,LUAD,lung,lung_NSCLC_adenocarcinoma,,-1.0425893,"SFRP5, SMAD4, CCL24, ADRA1B, RSPO2, CXCL6, GRIN2A, NTSR1, VCAM1, RELN",
Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ACH-000129,NCI-H1341,1330964,SCLC,lung,lung_small_cell_carcinoma,,-4.1624775,"RXRG, LMNB2, CREBBP, SKP1, KRT28, PPP3CB, KIT, CNGA2, FABP2, CACNG5",
